ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
363,Active,Implausible,The firefighter rewarded the chief.,The police chief rewarded the firefighter.,AAN
363,Passive,Plausible,The firefighter was rewarded by the chief.,The police chief rewarded the firefighter.,AAN
363,Passive,Implausible,The chief was rewarded by the firefighter.,The police chief rewarded the firefighter.,AAN
364,Active,Plausible,The miscreant kidnapped the beneficiary.,The beneficiary was kidnapped by the miscreant.,AAN
364,Active,Implausible,The beneficiary kidnapped the miscreant.,The beneficiary was kidnapped by the miscreant.,AAN
364,Passive,Plausible,The beneficiary was kidnapped by the miscreant.,The beneficiary was kidnapped by the miscreant.,AAN
364,Passive,Implausible,The miscreant was kidnapped by the beneficiary.,The beneficiary was kidnapped by the miscreant.,AAN
365,Active,Plausible,The social comforted the abused.,The social worker comforted the abused woman.,AAN
365,Active,Implausible,The abused comforted the social.,The social worker comforted the abused woman.,AAN
365,Passive,Plausible,The abused was comforted by the social.,The social worker comforted the abused woman.,AAN
365,Passive,Implausible,The social was comforted by the abused.,The social worker comforted the abused woman.,AAN
366,Active,Plausible,The neuroscientist overwhelmed the lab.,The neuroscientist overwhelmed the lab assistant.,AAN
366,Active,Implausible,The lab overwhelmed the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
366,Passive,Plausible,The lab was overwhelmed by the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
366,Passive,Implausible,The neuroscientist was overwhelmed by the lab.,The neuroscientist overwhelmed the lab assistant.,AAN
367,Active,Plausible,The warmonger terrorized the gunsmith.,The gunsmith was terrorized by the warmonger.,AAN
367,Active,Implausible,The gunsmith terrorized the warmonger.,The gunsmith was terrorized by the warmonger.,AAN
367,Passive,Plausible,The gunsmith was terrorized by the warmonger.,The gunsmith was terrorized by the warmonger.,AAN
367,Passive,Implausible,The warmonger was terrorized by the gunsmith.,The gunsmith was terrorized by the warmonger.,AAN
368,Active,Plausible,The conductor tolerated the violinist.,The conductor tolerated the violinist.,AAR
368,Active,Plausible,The violinist tolerated the conductor.,The conductor tolerated the violinist.,AAR
368,Passive,Plausible,The violinist was tolerated by the conductor.,The conductor tolerated the violinist.,AAR
368,Passive,Plausible,The conductor was tolerated by the violinist.,The conductor tolerated the violinist.,AAR
369,Active,Plausible,The pitcher signaled the hitter.,The hitter was signaled by the pitcher.,AAR
369,Active,Plausible,The hitter signaled the pitcher.,The hitter was signaled by the pitcher.,AAR
369,Passive,Plausible,The hitter was signaled by the pitcher.,The hitter was signaled by the pitcher.,AAR
369,Passive,Plausible,The pitcher was signaled by the hitter.,The hitter was signaled by the pitcher.,AAR
370,Active,Plausible,The quarterback kissed the cheerleader.,The quarterback kissed the cheerleader.,AAR
370,Active,Plausible,The cheerleader kissed the quarterback.,The quarterback kissed the cheerleader.,AAR
370,Passive,Plausible,The cheerleader was kissed by the quarterback.,The quarterback kissed the cheerleader.,AAR
370,Passive,Plausible,The quarterback was kissed by the cheerleader.,The quarterback kissed the cheerleader.,AAR
371,Active,Plausible,The camper startled the bear.,The bear was startled by the camper.,AAR
371,Active,Plausible,The bear startled the camper.,The bear was startled by the camper.,AAR
371,Passive,Plausible,The bear was startled by the camper.,The bear was startled by the camper.,AAR
371,Passive,Plausible,The camper was startled by the bear.,The bear was startled by the camper.,AAR
372,Active,Plausible,The admiral accompanied the lieutenant.,The admiral accompanied the lieutenant.,AAR
372,Active,Plausible,The lieutenant accompanied the admiral.,The admiral accompanied the lieutenant.,AAR
372,Passive,Plausible,The lieutenant was accompanied by the admiral.,The admiral accompanied the lieutenant.,AAR
372,Passive,Plausible,The admiral was accompanied by the lieutenant.,The admiral accompanied the lieutenant.,AAR
373,Active,Plausible,The tenor loved the soprano.,The soprano was loved by the tenor.,AAR
373,Active,Plausible,The soprano loved the tenor.,The soprano was loved by the tenor.,AAR
373,Passive,Plausible,The soprano was loved by the tenor.,The soprano was loved by the tenor.,AAR
373,Passive,Plausible,The tenor was loved by the soprano.,The soprano was loved by the tenor.,AAR
374,Active,Plausible,The photographer paid the barrister.,The photographer paid the barrister.,AAR
374,Active,Plausible,The barrister paid the photographer.,The photographer paid the barrister.,AAR
374,Passive,Plausible,The barrister was paid by the photographer.,The photographer paid the barrister.,AAR
374,Passive,Plausible,The photographer was paid by the barrister.,The photographer paid the barrister.,AAR
375,Active,Plausible,The bachelor intrigued the blonde.,The blonde was intrigued by the bachelor.,AAR
375,Active,Plausible,The blonde intrigued the bachelor.,The blonde was intrigued by the bachelor.,AAR
375,Passive,Plausible,The blonde was intrigued by the bachelor.,The blonde was intrigued by the bachelor.,AAR
375,Passive,Plausible,The bachelor was intrigued by the blonde.,The blonde was intrigued by the bachelor.,AAR
376,Active,Plausible,The football pursued the socialite.,The football player pursued the socialite.,AAR
376,Active,Plausible,The socialite pursued the football.,The football player pursued the socialite.,AAR
376,Passive,Plausible,The socialite was pursued by the football.,The football player pursued the socialite.,AAR
376,Passive,Plausible,The football was pursued by the socialite.,The football player pursued the socialite.,AAR
377,Active,Plausible,The neurologist consulted the geneticist.,The geneticist was consulted by the neurologist.,AAR
377,Active,Plausible,The geneticist consulted the neurologist.,The geneticist was consulted by the neurologist.,AAR
377,Passive,Plausible,The geneticist was consulted by the neurologist.,The geneticist was consulted by the neurologist.,AAR
377,Passive,Plausible,The neurologist was consulted by the geneticist.,The geneticist was consulted by the neurologist.,AAR
378,Active,Plausible,The fashionista humiliated the mode.,The fashionista humiliated the mode.,AAR
378,Active,Plausible,The mode humiliated the fashionista.,The fashionista humiliated the mode.,AAR
378,Passive,Plausible,The mode was humiliated by the fashionista.,The fashionista humiliated the mode.,AAR
378,Passive,Plausible,The fashionista was humiliated by the mode.,The fashionista humiliated the mode.,AAR
379,Active,Plausible,The butcher accused the meatpacker.,The meatpacker was accused by the butcher.,AAR
379,Active,Plausible,The meatpacker accused the butcher.,The meatpacker was accused by the butcher.,AAR
379,Passive,Plausible,The meatpacker was accused by the butcher.,The meatpacker was accused by the butcher.,AAR
379,Passive,Plausible,The butcher was accused by the meatpacker.,The meatpacker was accused by the butcher.,AAR
380,Active,Plausible,The niece embarrassed the aunt.,The niece embarrassed the aunt.,AAR
380,Active,Plausible,The aunt embarrassed the niece.,The niece embarrassed the aunt.,AAR
380,Passive,Plausible,The aunt was embarrassed by the niece.,The niece embarrassed the aunt.,AAR
380,Passive,Plausible,The niece was embarrassed by the aunt.,The niece embarrassed the aunt.,AAR
381,Active,Plausible,The warlord hailed the mercenary.,The mercenary was hailed by the warlord.,AAR
381,Active,Plausible,The mercenary hailed the warlord.,The mercenary was hailed by the warlord.,AAR
381,Passive,Plausible,The mercenary was hailed by the warlord.,The mercenary was hailed by the warlord.,AAR
381,Passive,Plausible,The warlord was hailed by the mercenary.,The mercenary was hailed by the warlord.,AAR
382,Active,Plausible,The neighbor snubbed the newcomer.,The neighbor snubbed the newcomer.,AAR
382,Active,Plausible,The newcomer snubbed the neighbor.,The neighbor snubbed the newcomer.,AAR
382,Passive,Plausible,The newcomer was snubbed by the neighbor.,The neighbor snubbed the newcomer.,AAR
382,Passive,Plausible,The neighbor was snubbed by the newcomer.,The neighbor snubbed the newcomer.,AAR
383,Active,Plausible,The communist offended the capitalist.,The communist offended the capitalist.,AAR
383,Active,Plausible,The capitalist offended the communist.,The communist offended the capitalist.,AAR
383,Passive,Plausible,The capitalist was offended by the communist.,The communist offended the capitalist.,AAR
383,Passive,Plausible,The communist was offended by the capitalist.,The communist offended the capitalist.,AAR
384,Active,Plausible,The curator misinformed the sculptor.,The sculptor was misinformed by the curator.,AAR
384,Active,Plausible,The sculptor misinformed the curator.,The sculptor was misinformed by the curator.,AAR
384,Passive,Plausible,The sculptor was misinformed by the curator.,The sculptor was misinformed by the curator.,AAR
384,Passive,Plausible,The curator was misinformed by the sculptor.,The sculptor was misinformed by the curator.,AAR
385,Active,Plausible,The baker mentioned the miller.,The baker mentioned the miller.,AAR
385,Active,Plausible,The miller mentioned the baker.,The baker mentioned the miller.,AAR
385,Passive,Plausible,The miller was mentioned by the baker.,The baker mentioned the miller.,AAR
385,Passive,Plausible,The baker was mentioned by the miller.,The baker mentioned the miller.,AAR
386,Active,Plausible,The pollster shamed the statistician.,The statistician was shamed by the pollster.,AAR
386,Active,Plausible,The statistician shamed the pollster.,The statistician was shamed by the pollster.,AAR
386,Passive,Plausible,The statistician was shamed by the pollster.,The statistician was shamed by the pollster.,AAR
386,Passive,Plausible,The pollster was shamed by the statistician.,The statistician was shamed by the pollster.,AAR
387,Active,Plausible,The screenwriter emailed the actor.,The screenwriter emailed the actor.,AAR
387,Active,Plausible,The actor emailed the screenwriter.,The screenwriter emailed the actor.,AAR
387,Passive,Plausible,The actor was emailed by the screenwriter.,The screenwriter emailed the actor.,AAR
387,Passive,Plausible,The screenwriter was emailed by the actor.,The screenwriter emailed the actor.,AAR
388,Active,Plausible,The dermatologist contradicted the pathologist.,The pathologist was contradicted by the dermatologist.,AAR
388,Active,Plausible,The pathologist contradicted the dermatologist.,The pathologist was contradicted by the dermatologist.,AAR
388,Passive,Plausible,The pathologist was contradicted by the dermatologist.,The pathologist was contradicted by the dermatologist.,AAR
388,Passive,Plausible,The dermatologist was contradicted by the pathologist.,The pathologist was contradicted by the dermatologist.,AAR
389,Active,Plausible,The sharecropper misled the fieldworker.,The sharecropper misled the fieldworker.,AAR
